transcript	stratum	expression
TRINITY_DN6181_c0_g1	PAP	-
TRINITY_DN6181_c1_g1	ANG	-
TRINITY_DN6181_c2_g1	ANG	-
TRINITY_DN6181_c2_g2	ANG	-
TRINITY_DN6181_c2_g3	ANG	-
TRINITY_DN6181_c2_g4	ANG	-
TRINITY_DN6183_c0_g1	ANG	-
TRINITY_DN61842_c0_g1	FAB	-
TRINITY_DN6184_c0_g1	PAP	-
TRINITY_DN61859_c0_g1	species-specific	-
TRINITY_DN61865_c0_g1	species-specific	-
TRINITY_DN6186_c0_g1	species-specific	-
TRINITY_DN6186_c0_g2	species-specific	-
TRINITY_DN61870_c0_g1	species-specific	-
TRINITY_DN61883_c0_g1	species-specific	-
TRINITY_DN6188_c0_g1	ANG	-
TRINITY_DN61890_c0_g2	species-specific	-
TRINITY_DN61894_c0_g1	species-specific	-
TRINITY_DN61898_c0_g1	species-specific	-
TRINITY_DN618_c0_g1	SPE	-
TRINITY_DN618_c0_g2	SPE	-
TRINITY_DN61907_c0_g1	species-specific	-
TRINITY_DN61913_c0_g1	SPE	-
TRINITY_DN6191_c0_g1	ANG	-
TRINITY_DN61932_c0_g1	PAP	-
TRINITY_DN61933_c0_g1	species-specific	-
TRINITY_DN6193_c0_g1	ANG	-
TRINITY_DN6193_c1_g1	SPE	-
TRINITY_DN61942_c0_g1	species-specific	-
TRINITY_DN61946_c0_g1	PAP	-
TRINITY_DN61946_c0_g2	PAP	-
TRINITY_DN61946_c0_g3	species-specific	-
TRINITY_DN61948_c0_g1	species-specific	-
TRINITY_DN6194_c1_g1	species-specific	-
TRINITY_DN61953_c0_g1	species-specific	-
TRINITY_DN61960_c0_g1	species-specific	-
TRINITY_DN61962_c0_g1	ANG	-
TRINITY_DN6196_c0_g1	PAP	-
TRINITY_DN6196_c0_g2	PAP	-
TRINITY_DN61970_c0_g1	species-specific	-
TRINITY_DN6197_c0_g1	ANG	-
TRINITY_DN6197_c0_g2	ANG	-
TRINITY_DN61984_c0_g1	species-specific	-
TRINITY_DN61989_c0_g1	species-specific	-
TRINITY_DN61993_c0_g1	ANG	-
TRINITY_DN6199_c0_g1	ANG	-
TRINITY_DN619_c0_g1	ANG	-
TRINITY_DN619_c1_g1	PAP	-
TRINITY_DN619_c2_g1	ANG	-
TRINITY_DN619_c4_g1	PAP	-
TRINITY_DN61_c0_g1	SPE	-
TRINITY_DN62005_c0_g1	ANG	-
TRINITY_DN62018_c0_g1	species-specific	-
TRINITY_DN6201_c0_g1	EUD	-
TRINITY_DN62020_c0_g1	SPE	-
TRINITY_DN62021_c0_g1	species-specific	-
TRINITY_DN62024_c0_g1	PAP	-
TRINITY_DN6202_c0_g2	FAB	-
TRINITY_DN6202_c1_g1	ANG	-
TRINITY_DN62034_c0_g1	ANG	-
TRINITY_DN62036_c0_g1	ANG	-
TRINITY_DN62038_c0_g1	ANG	-
TRINITY_DN6203_c0_g1	ANG	-
TRINITY_DN62040_c0_g1	species-specific	-
TRINITY_DN6204_c0_g1	SPE	-
TRINITY_DN62051_c0_g1	species-specific	-
TRINITY_DN62057_c0_g1	species-specific	-
TRINITY_DN6205_c0_g1	ANG	-
TRINITY_DN62062_c0_g1	species-specific	-
TRINITY_DN62066_c0_g1	species-specific	-
TRINITY_DN6206_c0_g1	ANG	-
TRINITY_DN62079_c0_g1	species-specific	-
TRINITY_DN6207_c0_g1	ANG	-
TRINITY_DN62089_c0_g1	species-specific	-
TRINITY_DN6208_c0_g1	SPE	-
TRINITY_DN62095_c0_g1	species-specific	-
TRINITY_DN620_c0_g1	ANG	-
TRINITY_DN62107_c0_g1	species-specific	-
TRINITY_DN62109_c0_g1	ANG	-
TRINITY_DN6210_c0_g1	ANG	-
TRINITY_DN62118_c0_g1	species-specific	-
TRINITY_DN62119_c0_g1	ROS	-
TRINITY_DN6211_c0_g1	EUD	-
TRINITY_DN62121_c0_g1	species-specific	-
TRINITY_DN62129_c0_g1	species-specific	-
TRINITY_DN6212_c0_g1	ANG	-
TRINITY_DN6213_c0_g1	ANG	-
TRINITY_DN62140_c0_g1	species-specific	-
TRINITY_DN6215_c0_g1	SPE	-
TRINITY_DN62160_c0_g1	PAP	-
TRINITY_DN6216_c0_g1	ANG	-
TRINITY_DN62178_c0_g1	EUD	-
TRINITY_DN62178_c0_g2	EUD	-
TRINITY_DN6217_c0_g1	PAP	-
TRINITY_DN62180_c0_g1	species-specific	-
TRINITY_DN6218_c0_g2	ANG	-
TRINITY_DN62192_c0_g1	species-specific	-
TRINITY_DN62197_c0_g1	species-specific	-
TRINITY_DN6219_c1_g1	ANG	-
TRINITY_DN621_c0_g1	ANG	-
TRINITY_DN6221_c0_g1	SPE	-
TRINITY_DN62221_c0_g1	SPE	-
TRINITY_DN62228_c0_g1	species-specific	-
TRINITY_DN6222_c0_g1	EUD	-
TRINITY_DN6223_c0_g1	ANG	-
TRINITY_DN6224_c0_g1	ANG	-
TRINITY_DN62254_c0_g1	ROS	-
TRINITY_DN62255_c0_g1	species-specific	-
TRINITY_DN62260_c0_g1	species-specific	-
TRINITY_DN62267_c0_g1	species-specific	-
TRINITY_DN62277_c0_g1	ANG	-
TRINITY_DN6227_c0_g1	ANG	-
TRINITY_DN62294_c0_g1	species-specific	-
TRINITY_DN6229_c0_g1	species-specific	-
TRINITY_DN6230_c0_g1	ANG	-
TRINITY_DN62317_c0_g1	PAP	-
TRINITY_DN6231_c0_g1	PAP	-
TRINITY_DN62323_c0_g1	species-specific	-
TRINITY_DN62324_c0_g1	species-specific	-
TRINITY_DN62328_c0_g1	species-specific	-
TRINITY_DN6232_c0_g1	SPE	-
TRINITY_DN62336_c0_g1	ANG	-
TRINITY_DN6233_c0_g1	PAP	-
TRINITY_DN6234_c0_g1	PAP	-
TRINITY_DN62357_c0_g1	ANG	-
TRINITY_DN62358_c0_g1	species-specific	-
TRINITY_DN62360_c0_g1	species-specific	-
TRINITY_DN6236_c0_g1	ANG	-
TRINITY_DN6237_c0_g1	ANG	-
TRINITY_DN6237_c0_g2	ANG	-
TRINITY_DN62381_c0_g1	ANG	-
TRINITY_DN62394_c0_g1	ANG	-
TRINITY_DN6239_c0_g1	ANG	-
TRINITY_DN623_c0_g1	ANG	-
TRINITY_DN62404_c0_g1	species-specific	-
TRINITY_DN6240_c0_g1	ANG	-
TRINITY_DN6240_c1_g1	species-specific	-
TRINITY_DN62422_c0_g1	species-specific	-
TRINITY_DN6242_c0_g1	ANG	-
TRINITY_DN6244_c0_g1	ANG	-
TRINITY_DN62453_c0_g1	species-specific	-
TRINITY_DN6245_c0_g1	ANG	-
TRINITY_DN6247_c0_g1	ANG	-
TRINITY_DN62487_c0_g1	species-specific	-
TRINITY_DN6248_c0_g1	SPE	-
TRINITY_DN62499_c0_g1	PAP	-
TRINITY_DN6249_c0_g2	species-specific	-
TRINITY_DN6249_c3_g1	ANG	-
TRINITY_DN6250_c0_g1	species-specific	-
TRINITY_DN6251_c0_g1	SPE	-
TRINITY_DN62529_c0_g1	PAP	-
TRINITY_DN6252_c0_g1	ANG	-
TRINITY_DN6252_c0_g2	ANG	-
TRINITY_DN62541_c0_g1	ANG	-
TRINITY_DN62550_c0_g1	species-specific	-
TRINITY_DN62558_c0_g1	species-specific	-
TRINITY_DN6255_c0_g1	ANG	-
TRINITY_DN62564_c0_g1	ANG	-
TRINITY_DN62568_c0_g1	species-specific	-
TRINITY_DN6256_c0_g1	SPE	-
TRINITY_DN6256_c0_g3	SPE	-
TRINITY_DN62576_c0_g1	species-specific	-
TRINITY_DN6257_c0_g1	ANG	-
TRINITY_DN62589_c0_g1	EUD	-
TRINITY_DN62589_c0_g2	ROS	-
TRINITY_DN6258_c0_g2	PAP	-
TRINITY_DN62591_c0_g2	ANG	-
TRINITY_DN6259_c0_g1	SPE	-
TRINITY_DN62600_c0_g1	species-specific	-
TRINITY_DN6260_c0_g1	ANG	-
TRINITY_DN62612_c0_g1	species-specific	-
TRINITY_DN6261_c0_g1	ANG	-
TRINITY_DN62625_c0_g1	species-specific	-
TRINITY_DN6263_c0_g2	ANG	-
TRINITY_DN6263_c1_g1	ANG	-
TRINITY_DN62640_c0_g1	species-specific	-
TRINITY_DN62659_c0_g1	species-specific	-
TRINITY_DN62659_c0_g2	species-specific	-
TRINITY_DN6265_c0_g1	ANG	-
TRINITY_DN62669_c0_g1	PAP	-
TRINITY_DN6266_c0_g1	SPE	-
TRINITY_DN6266_c0_g2	SPE	-
TRINITY_DN6267_c0_g1	ANG	-
TRINITY_DN6268_c1_g1	SPE	-
TRINITY_DN62696_c0_g1	species-specific	-
TRINITY_DN62698_c0_g2	species-specific	-
TRINITY_DN6269_c0_g1	ANG	-
TRINITY_DN626_c0_g1	SPE	-
TRINITY_DN6270_c0_g1	SPE	-
TRINITY_DN62711_c0_g1	species-specific	-
TRINITY_DN62712_c0_g1	species-specific	-
TRINITY_DN62723_c0_g1	species-specific	-
TRINITY_DN62726_c0_g1	species-specific	-
TRINITY_DN6272_c0_g1	PAP	-
TRINITY_DN62730_c0_g1	ANG	-
TRINITY_DN62738_c0_g1	species-specific	-
TRINITY_DN6273_c0_g1	ANG	-
TRINITY_DN62742_c0_g1	species-specific	-
TRINITY_DN62745_c0_g2	species-specific	-
TRINITY_DN62752_c0_g1	species-specific	-
TRINITY_DN62754_c0_g1	PAP	-
TRINITY_DN62756_c0_g1	species-specific	-
TRINITY_DN6276_c0_g1	ANG	-
TRINITY_DN6276_c0_g2	ANG	-
TRINITY_DN62773_c0_g1	species-specific	-
TRINITY_DN6277_c0_g1	ANG	-
TRINITY_DN6278_c0_g1	EUD	-
TRINITY_DN627_c0_g1	SPE	-
TRINITY_DN62804_c0_g1	species-specific	-
TRINITY_DN6280_c0_g1	ANG	-
TRINITY_DN62810_c0_g1	ANG	-
TRINITY_DN62826_c0_g1	species-specific	-
TRINITY_DN6282_c0_g1	ANG	-
TRINITY_DN62833_c0_g1	ANG	-
TRINITY_DN62837_c0_g1	ANG	-
TRINITY_DN6283_c0_g1	ANG	-
TRINITY_DN62843_c0_g1	species-specific	-
TRINITY_DN6284_c0_g1	ANG	-
TRINITY_DN62853_c0_g1	SPE	-
TRINITY_DN6285_c0_g2	ANG	-
TRINITY_DN6286_c0_g1	ANG	-
TRINITY_DN6286_c0_g3	species-specific	-
TRINITY_DN6286_c1_g1	ANG	-
TRINITY_DN62880_c0_g1	species-specific	-
TRINITY_DN6288_c1_g1	SPE	-
TRINITY_DN62891_c0_g1	ANG	-
TRINITY_DN62891_c0_g2	species-specific	-
TRINITY_DN6289_c0_g1	ANG	-
TRINITY_DN628_c0_g1	ANG	-
TRINITY_DN628_c0_g2	ANG	-
TRINITY_DN62906_c0_g1	ANG	-
TRINITY_DN6290_c0_g1	ANG	-
TRINITY_DN6290_c1_g1	ANG	UP
TRINITY_DN6290_c2_g1	ANG	-
TRINITY_DN6290_c3_g1	ANG	-
TRINITY_DN6290_c3_g2	PAP	-
TRINITY_DN62911_c0_g1	PAP	-
TRINITY_DN62911_c0_g2	PAP	-
TRINITY_DN6291_c0_g1	ANG	-
TRINITY_DN6292_c0_g2	ANG	-
TRINITY_DN62932_c0_g1	EUD	-
TRINITY_DN62935_c0_g1	PAP	-
TRINITY_DN62938_c0_g1	species-specific	-
TRINITY_DN6293_c0_g1	ANG	-
TRINITY_DN6293_c0_g2	ANG	-
TRINITY_DN6294_c0_g1	SPE	-
TRINITY_DN6295_c0_g1	ANG	-
TRINITY_DN62961_c0_g1	ANG	-
TRINITY_DN62968_c0_g1	species-specific	-
TRINITY_DN6296_c0_g1	ANG	-
TRINITY_DN6296_c0_g2	species-specific	-
TRINITY_DN62970_c0_g1	ANG	-
TRINITY_DN62979_c0_g1	ANG	-
TRINITY_DN62986_c0_g1	species-specific	-
TRINITY_DN62997_c0_g1	ANG	-
TRINITY_DN6299_c0_g1	PAP	-
TRINITY_DN629_c0_g1	SPE	-
TRINITY_DN629_c1_g1	ANG	-
TRINITY_DN62_c0_g1	PAP	-
TRINITY_DN6300_c0_g1	PAP	-
TRINITY_DN63017_c0_g1	SPE	-
TRINITY_DN6301_c0_g1	PAP	-
TRINITY_DN63026_c0_g1	species-specific	-
TRINITY_DN6302_c0_g1	ANG	-
TRINITY_DN63037_c0_g1	species-specific	-
TRINITY_DN6303_c0_g1	SPE	-
TRINITY_DN63043_c0_g1	ANG	-
TRINITY_DN63046_c0_g2	ANG	-
TRINITY_DN63048_c0_g1	species-specific	-
TRINITY_DN6304_c1_g1	ANG	-
TRINITY_DN63050_c0_g1	species-specific	-
TRINITY_DN63051_c0_g1	PAP	-
TRINITY_DN63052_c0_g1	species-specific	-
TRINITY_DN63054_c0_g1	species-specific	-
TRINITY_DN63061_c0_g1	species-specific	-
TRINITY_DN63067_c0_g1	species-specific	-
TRINITY_DN6306_c0_g1	ANG	-
TRINITY_DN6307_c0_g1	species-specific	-
TRINITY_DN6308_c0_g1	SPE	-
TRINITY_DN6309_c0_g1	SPE	-
TRINITY_DN63113_c0_g1	ANG	-
TRINITY_DN63117_c0_g1	ANG	-
TRINITY_DN63117_c0_g2	ANG	-
TRINITY_DN63117_c0_g3	SPE	-
TRINITY_DN6312_c0_g1	species-specific	-
TRINITY_DN63143_c0_g1	species-specific	-
TRINITY_DN63151_c0_g1	ANG	-
TRINITY_DN6316_c0_g1	PAP	-
TRINITY_DN63185_c0_g1	ANG	-
TRINITY_DN6319_c0_g1	PAP	-
TRINITY_DN631_c0_g1	ANG	-
TRINITY_DN631_c0_g2	SPE	-
TRINITY_DN631_c0_g3	ANG	-
TRINITY_DN631_c1_g1	ANG	-
TRINITY_DN631_c1_g2	ANG	-
TRINITY_DN6320_c0_g1	ANG	-
TRINITY_DN6322_c0_g4	ANG	-
TRINITY_DN63234_c0_g1	species-specific	-
TRINITY_DN6323_c0_g1	ANG	-
TRINITY_DN63247_c0_g1	ANG	-
TRINITY_DN6324_c0_g1	ANG	-
TRINITY_DN6324_c1_g1	ANG	-
TRINITY_DN63256_c0_g1	ANG	-
TRINITY_DN63257_c0_g1	species-specific	-
TRINITY_DN63258_c0_g1	species-specific	-
TRINITY_DN6325_c1_g1	species-specific	-
TRINITY_DN6326_c0_g1	species-specific	-
TRINITY_DN63275_c0_g1	species-specific	-
TRINITY_DN63289_c0_g1	species-specific	-
TRINITY_DN6328_c0_g1	ANG	-
TRINITY_DN6329_c0_g1	ANG	-
TRINITY_DN6329_c0_g2	ANG	-
TRINITY_DN632_c0_g1	ANG	-
TRINITY_DN632_c1_g1	FAB	-
TRINITY_DN63300_c0_g1	species-specific	-
TRINITY_DN63305_c0_g1	species-specific	-
TRINITY_DN6330_c0_g1	ANG	-
TRINITY_DN63310_c0_g2	SPE	-
TRINITY_DN63320_c0_g1	ANG	-
TRINITY_DN63324_c0_g1	ANG	-
TRINITY_DN6333_c0_g1	ANG	-
TRINITY_DN63343_c0_g1	SPE	-
TRINITY_DN6334_c0_g1	SPE	-
TRINITY_DN63350_c0_g1	ANG	-
TRINITY_DN63354_c0_g1	ANG	-
TRINITY_DN6335_c0_g1	ANG	-
TRINITY_DN63366_c0_g1	species-specific	-
TRINITY_DN6336_c0_g1	ANG	-
TRINITY_DN6337_c0_g1	FAB	-
TRINITY_DN6338_c0_g1	ANG	-
TRINITY_DN63390_c0_g1	ANG	-
TRINITY_DN6339_c0_g1	ANG	-
TRINITY_DN6339_c0_g2	ANG	-
TRINITY_DN633_c0_g1	EUD	DN
TRINITY_DN633_c0_g2	ANG	DN
TRINITY_DN633_c0_g3	EUD	-
TRINITY_DN633_c2_g1	ANG	-
TRINITY_DN63405_c0_g1	species-specific	-
TRINITY_DN6340_c0_g1	ANG	-
TRINITY_DN63411_c0_g1	species-specific	-
TRINITY_DN6341_c0_g2	ANG	-
TRINITY_DN63426_c0_g1	species-specific	-
TRINITY_DN6343_c0_g2	PAP	-
TRINITY_DN63440_c0_g1	FAB	-
TRINITY_DN6344_c0_g1	ANG	-
TRINITY_DN63452_c0_g1	species-specific	-
TRINITY_DN6345_c0_g1	SPE	-
TRINITY_DN63464_c0_g1	species-specific	-
TRINITY_DN63477_c0_g2	species-specific	-
TRINITY_DN6347_c1_g1	SPE	UP
TRINITY_DN63484_c0_g1	species-specific	-
TRINITY_DN6348_c0_g1	SPE	-
TRINITY_DN63495_c0_g1	species-specific	-
TRINITY_DN63498_c0_g1	SPE	-
TRINITY_DN6349_c0_g1	ANG	-
TRINITY_DN634_c0_g2	SPE	-
TRINITY_DN6350_c0_g1	ANG	-
TRINITY_DN63515_c0_g1	species-specific	-
TRINITY_DN63517_c0_g1	species-specific	-
TRINITY_DN6351_c0_g1	ANG	-
TRINITY_DN63523_c0_g1	ANG	-
TRINITY_DN6352_c0_g2	species-specific	-
TRINITY_DN63533_c0_g1	species-specific	-
TRINITY_DN6353_c0_g1	ANG	-
TRINITY_DN6354_c0_g1	ANG	-
TRINITY_DN63553_c2_g1	species-specific	-
TRINITY_DN6356_c0_g1	SPE	-
TRINITY_DN63573_c0_g1	SPE	-
TRINITY_DN63576_c0_g1	species-specific	-
TRINITY_DN63576_c0_g2	species-specific	-
TRINITY_DN63576_c1_g1	species-specific	-
TRINITY_DN6357_c0_g1	SPE	-
TRINITY_DN6357_c0_g2	ANG	-
TRINITY_DN63580_c0_g1	ANG	-
TRINITY_DN6358_c0_g1	ANG	-
TRINITY_DN63590_c0_g1	PAP	-
TRINITY_DN6359_c0_g1	ANG	-
TRINITY_DN635_c0_g1	ANG	-
TRINITY_DN635_c1_g2	ANG	-
TRINITY_DN63604_c0_g1	ANG	-
TRINITY_DN63606_c0_g1	ANG	-
TRINITY_DN6360_c0_g1	ANG	-
TRINITY_DN6361_c0_g1	ANG	-
TRINITY_DN63620_c0_g1	ANG	-
TRINITY_DN6362_c0_g3	SPE	-
TRINITY_DN63640_c0_g2	species-specific	-
TRINITY_DN63642_c0_g1	species-specific	-
TRINITY_DN63649_c0_g1	ANG	-
TRINITY_DN6364_c0_g1	ANG	-
TRINITY_DN63652_c0_g1	species-specific	-
TRINITY_DN63653_c0_g1	species-specific	-
TRINITY_DN6365_c0_g1	ANG	-
TRINITY_DN6366_c0_g1	ANG	-
TRINITY_DN63672_c0_g1	species-specific	-
TRINITY_DN6367_c0_g1	ANG	-
TRINITY_DN63682_c0_g1	species-specific	-
TRINITY_DN63682_c0_g3	species-specific	-
TRINITY_DN63687_c0_g1	EUD	-
TRINITY_DN63689_c0_g1	ANG	-
TRINITY_DN63690_c0_g1	species-specific	-
TRINITY_DN63695_c0_g1	ANG	-
TRINITY_DN6369_c0_g1	ANG	-
TRINITY_DN6369_c1_g1	ANG	-
TRINITY_DN636_c2_g1	species-specific	-
TRINITY_DN636_c3_g2	ANG	-
TRINITY_DN63708_c0_g1	species-specific	-
TRINITY_DN6370_c0_g1	ANG	-
TRINITY_DN6371_c0_g1	ANG	-
TRINITY_DN63729_c0_g1	ANG	-
TRINITY_DN6372_c0_g1	ANG	DN
TRINITY_DN63732_c0_g1	PAP	-
TRINITY_DN6373_c0_g1	species-specific	-
TRINITY_DN63740_c0_g1	species-specific	-
TRINITY_DN63744_c0_g1	species-specific	-
TRINITY_DN6374_c0_g1	species-specific	-
TRINITY_DN63754_c0_g1	SPE	-
TRINITY_DN63754_c1_g2	species-specific	-
TRINITY_DN63756_c0_g1	ANG	-
TRINITY_DN6375_c0_g1	SPE	-
TRINITY_DN63761_c0_g1	PAP	-
TRINITY_DN6376_c0_g1	ANG	-
TRINITY_DN63776_c0_g1	species-specific	-
TRINITY_DN63778_c0_g1	ANG	-
TRINITY_DN63788_c0_g1	species-specific	-
TRINITY_DN637_c0_g1	PAP	-
TRINITY_DN63807_c0_g2	species-specific	-
TRINITY_DN6380_c0_g1	species-specific	-
TRINITY_DN63811_c0_g1	species-specific	-
TRINITY_DN63812_c0_g1	ANG	-
TRINITY_DN63816_c0_g1	ANG	-
TRINITY_DN63817_c0_g1	ANG	-
TRINITY_DN6381_c0_g1	ANG	-
TRINITY_DN63826_c0_g1	PAP	-
TRINITY_DN63828_c0_g1	species-specific	-
TRINITY_DN6382_c0_g1	ANG	-
TRINITY_DN63831_c0_g1	species-specific	-
TRINITY_DN63846_c0_g1	species-specific	-
TRINITY_DN6384_c0_g1	SPE	-
TRINITY_DN63852_c0_g1	ANG	-
TRINITY_DN6385_c0_g1	ANG	-
TRINITY_DN63872_c0_g1	ANG	-
TRINITY_DN6387_c0_g1	species-specific	-
TRINITY_DN6387_c1_g1	ANG	-
TRINITY_DN63887_c0_g1	PAP	-
TRINITY_DN6388_c0_g1	PAP	-
TRINITY_DN638_c1_g1	species-specific	-
TRINITY_DN6390_c0_g1	SPE	-
TRINITY_DN63915_c0_g1	ANG	-
TRINITY_DN63919_c0_g1	PAP	-
TRINITY_DN6391_c0_g1	PAP	-
TRINITY_DN63920_c0_g1	PAP	-
TRINITY_DN63921_c0_g1	ANG	-
TRINITY_DN63921_c0_g2	ANG	-
TRINITY_DN63924_c0_g1	ANG	-
TRINITY_DN63938_c1_g3	species-specific	-
TRINITY_DN6393_c0_g1	ANG	-
TRINITY_DN63944_c0_g1	species-specific	-
TRINITY_DN63946_c0_g1	ANG	-
TRINITY_DN6394_c0_g1	ANG	-
TRINITY_DN63951_c1_g1	species-specific	-
TRINITY_DN6395_c10_g1	species-specific	-
TRINITY_DN63968_c0_g1	PAP	-
TRINITY_DN6396_c0_g1	ANG	-
TRINITY_DN63974_c0_g1	species-specific	-
TRINITY_DN6397_c0_g1	ANG	-
TRINITY_DN63981_c0_g3	species-specific	-
TRINITY_DN63984_c0_g1	species-specific	-
TRINITY_DN63987_c0_g1	PAP	-
TRINITY_DN63997_c0_g1	species-specific	-
TRINITY_DN6399_c0_g1	ANG	-
TRINITY_DN64018_c0_g2	species-specific	-
TRINITY_DN6401_c0_g1	SPE	-
TRINITY_DN6402_c0_g1	ANG	-
TRINITY_DN64036_c0_g1	species-specific	-
TRINITY_DN64037_c0_g1	ANG	-
TRINITY_DN6405_c0_g1	ANG	-
TRINITY_DN6405_c0_g2	ANG	-
TRINITY_DN64065_c0_g1	SPE	-
TRINITY_DN6406_c0_g1	SPE	-
TRINITY_DN64074_c0_g1	species-specific	-
TRINITY_DN64075_c0_g1	species-specific	-
TRINITY_DN64083_c0_g1	ANG	-
TRINITY_DN6408_c0_g1	ANG	-
TRINITY_DN6409_c0_g1	species-specific	-
TRINITY_DN640_c0_g1	SPE	-
TRINITY_DN640_c5_g1	ANG	-
TRINITY_DN64108_c0_g1	species-specific	-
TRINITY_DN64111_c0_g1	SPE	-
TRINITY_DN64147_c0_g2	species-specific	-
TRINITY_DN64149_c0_g1	ANG	-
TRINITY_DN6414_c0_g1	ANG	-
TRINITY_DN64151_c0_g1	ROS	-
TRINITY_DN64152_c0_g1	PAP	-
TRINITY_DN64155_c0_g1	species-specific	-
TRINITY_DN64155_c0_g2	species-specific	-
TRINITY_DN64155_c0_g3	species-specific	-
TRINITY_DN6415_c0_g1	SPE	-
TRINITY_DN64165_c0_g1	ANG	-
TRINITY_DN6416_c0_g1	ANG	-
TRINITY_DN64170_c0_g1	SPE	-
TRINITY_DN64178_c0_g1	PAP	-
TRINITY_DN6417_c0_g1	ANG	-
TRINITY_DN64181_c1_g1	ANG	-
TRINITY_DN6418_c0_g1	ANG	UP
TRINITY_DN6418_c0_g2	ANG	-
TRINITY_DN6418_c2_g1	ANG	-
TRINITY_DN64191_c0_g1	ANG	-
TRINITY_DN64193_c0_g1	species-specific	-
TRINITY_DN64196_c0_g1	species-specific	-
TRINITY_DN64196_c0_g2	species-specific	-
TRINITY_DN6419_c0_g1	PAP	-
TRINITY_DN641_c0_g1	ANG	-
TRINITY_DN6420_c0_g1	ANG	-
TRINITY_DN6420_c0_g2	ANG	-
TRINITY_DN64211_c0_g1	species-specific	-
TRINITY_DN6421_c0_g1	ANG	-
TRINITY_DN64225_c0_g1	ANG	-
TRINITY_DN6422_c0_g1	ANG	-
TRINITY_DN6423_c0_g1	ANG	-
TRINITY_DN64244_c0_g1	ROS	-
TRINITY_DN6424_c0_g1	species-specific	-
TRINITY_DN64252_c0_g1	EUD	-
TRINITY_DN64255_c0_g1	ANG	-
TRINITY_DN6426_c0_g1	ANG	-
TRINITY_DN64278_c0_g1	species-specific	-
TRINITY_DN6427_c11_g1	SPE	-
TRINITY_DN6427_c3_g1	SPE	-
TRINITY_DN64283_c0_g1	species-specific	-
TRINITY_DN64284_c0_g2	species-specific	-
TRINITY_DN64288_c0_g1	species-specific	-
TRINITY_DN6428_c0_g1	SPE	-
TRINITY_DN6428_c1_g1	SPE	-
TRINITY_DN6428_c1_g2	SPE	-
TRINITY_DN64291_c0_g1	species-specific	-
TRINITY_DN642_c0_g1	PAP	-
TRINITY_DN64304_c0_g2	ANG	-
TRINITY_DN64305_c0_g1	ANG	-
TRINITY_DN64307_c0_g1	species-specific	-
TRINITY_DN6430_c0_g1	ANG	-
TRINITY_DN6431_c0_g1	PAP	-
TRINITY_DN6431_c0_g4	ANG	-
TRINITY_DN64325_c0_g1	ANG	-
TRINITY_DN64326_c0_g1	ANG	-
TRINITY_DN64331_c0_g1	ANG	-
TRINITY_DN64334_c0_g1	species-specific	-
TRINITY_DN64339_c0_g1	PAP	-
TRINITY_DN6433_c0_g1	ANG	-
TRINITY_DN6434_c0_g1	species-specific	-
TRINITY_DN64357_c0_g3	species-specific	-
TRINITY_DN64358_c0_g1	ANG	-
TRINITY_DN64359_c0_g1	ANG	-
TRINITY_DN64365_c0_g1	ANG	-
TRINITY_DN64368_c0_g1	SPE	-
TRINITY_DN6436_c0_g1	ANG	-
TRINITY_DN64373_c0_g1	ANG	-
TRINITY_DN64373_c0_g2	ANG	-
TRINITY_DN6437_c0_g1	species-specific	-
TRINITY_DN6437_c1_g1	PAP	-
TRINITY_DN64389_c0_g1	PAP	-
TRINITY_DN6438_c0_g1	SPE	-
TRINITY_DN643_c1_g2	ANG	-
TRINITY_DN64401_c0_g1	species-specific	-
TRINITY_DN64408_c0_g1	species-specific	-
TRINITY_DN6441_c0_g1	species-specific	-
TRINITY_DN6442_c0_g1	EUD	-
TRINITY_DN64436_c0_g1	species-specific	-
TRINITY_DN6443_c0_g1	SPE	-
TRINITY_DN64446_c0_g1	ANG	-
TRINITY_DN64452_c0_g1	species-specific	-
TRINITY_DN64456_c0_g1	ANG	-
TRINITY_DN6445_c0_g1	ANG	DN
TRINITY_DN6446_c0_g1	ANG	-
TRINITY_DN64477_c0_g1	species-specific	-
TRINITY_DN6447_c0_g1	ANG	-
TRINITY_DN6447_c1_g1	ANG	-
TRINITY_DN6447_c1_g2	SPE	-
TRINITY_DN64480_c1_g1	species-specific	-
TRINITY_DN64484_c0_g1	species-specific	-
TRINITY_DN6448_c0_g1	SPE	-
TRINITY_DN64490_c0_g1	ANG	-
TRINITY_DN64491_c0_g1	ANG	-
TRINITY_DN64491_c0_g2	ANG	-
TRINITY_DN6449_c0_g1	SPE	-
TRINITY_DN6449_c0_g2	SPE	-
TRINITY_DN644_c0_g1	ANG	-
TRINITY_DN64503_c0_g1	species-specific	-
TRINITY_DN6450_c0_g1	ANG	-
TRINITY_DN64514_c0_g1	ANG	-
TRINITY_DN64516_c0_g1	SPE	-
TRINITY_DN6451_c0_g1	ANG	-
TRINITY_DN6453_c0_g1	ANG	-
TRINITY_DN64544_c0_g1	species-specific	-
TRINITY_DN6455_c0_g1	ANG	-
TRINITY_DN64562_c0_g1	species-specific	-
TRINITY_DN64568_c0_g1	ANG	-
TRINITY_DN64580_c0_g1	ANG	-
TRINITY_DN64584_c0_g1	SPE	-
TRINITY_DN64588_c0_g1	species-specific	-
TRINITY_DN6458_c0_g1	SPE	-
TRINITY_DN64592_c0_g1	species-specific	-
TRINITY_DN6459_c0_g1	ANG	-
